 2.24819,  0.23673,  2.11415,  0.62463, -0.11670,  0.40588
-0.23042,  1.68736,  2.05489,  1.10836,  1.90804,  1.06678
 1.07864,  1.22159,  1.25931,  2.10808,  1.74187,  1.71307
 1.73912,  2.65674,  0.39966,  1.88408,  1.10060,  1.46029
-0.33028,  3.13837, -0.57265,  1.43758,  0.12875,  2.20488
-0.34298,  1.20278,  0.02011, -0.02994, -0.29020,  2.70423
 0.06017,  1.61628, -0.70153, -0.83569,  1.97518,  0.92340
 2.29064,  2.20318,  0.37696,  1.51556,  1.60957,  0.06224
-0.63041,  1.77810,  0.00888,  0.84607,  0.44435,  0.50294
 1.26718,  1.10817, -0.48122,  1.25970,  1.47087,  0.87424
 1.24088,  1.89898, -1.00203,  0.30093, -0.42912,  1.53057
 0.74853, -2.24516,  0.03414, -0.51890,  0.59722, -0.60502
 0.77228, -0.32488,  1.39166,  0.26051,  1.32624,  1.64491
-0.09195,  0.60873, -0.41214, -0.32748, -1.04131, -0.96677
 0.03907,  0.36577,  0.39692, -0.60271,  1.08854, -0.40028
-0.90426, -0.64694, -0.59885,  2.59739, -0.04262, -0.05639
 0.44066,  2.22336, -0.28231, -0.24814, -0.42418, -0.09676
-0.74851,  0.46967,  1.69547, -1.63615,  0.46188,  0.20958
-1.91035, -0.18923, -1.45223,  1.10480, -1.31065,  0.35121
 1.26573, -1.33821, -0.93664,  0.61913, -0.11991, -0.86542
 0.69187, -2.08768, -0.98123,  0.40029,  0.96381, -0.45166
-0.59508, -0.20396,  0.17289, -0.10268, -0.41466, -0.87462
 0.36751,  1.34927,  0.10425,  0.72292,  0.56079,  0.12575
-0.74689,  1.21174,  0.94990,  0.11644, -1.52764,  0.73211
 0.43436, -0.68345,  1.95897,  0.70016, -0.37544,  0.32726
-0.13865,  0.36025, -0.99143,  0.64885, -0.75321,  0.56567
-0.58533,  0.95314, -0.14812, -0.38704, -0.60300,  0.22312
-0.08252, -0.14650, -0.06146,  0.71117, -0.49999,  0.42000
-1.18704,  0.74307, -0.18619,  2.38721, -0.64584,  1.75135
-0.17673, -0.43408, -1.00145, -1.13727, -0.93557,  2.93460
 2.09419,  0.92006,  0.17220,  0.21682,  0.90140, -0.55548
-3.91569,  0.41190, -0.53749,  1.73850,  1.63232, -0.94156
 1.42572, -0.51641,  1.21976, -0.15855, -0.27645,  1.52051
 0.51400, -1.10318, -0.11914, -1.74810, -1.24586,  0.05186
-0.51871,  1.09262, -1.01431,  0.54503, -0.95672,  1.55925
 0.28713,  0.63968,  0.12331, -0.37301,  1.01425, -2.60917
-0.46065, -0.67972,  0.05751, -2.48584,  1.38309,  0.38390
 0.61463, -0.41760,  1.10280, -0.49814,  0.39979, -1.41427
-0.30649, -0.36259,  1.23795, -1.86791,  1.59895,  0.33529
-0.13309,  0.32167,  0.97072,  0.43183,  1.44491, -0.65195
 0.87716,  2.10870, -0.17080, -0.82618,  0.30366, -1.01339
 0.28049, -0.35165,  0.06138,  1.35864,  0.42414,  0.56972
-0.43699,  0.02611,  0.45161, -0.75946,  0.00661, -1.78659
-1.05656,  1.05226,  1.66158,  0.60868,  1.73989,  1.86419
-0.02152, -0.43152,  1.86992,  1.11132,  0.93520, -0.25811
 0.89703,  1.28027,  0.77733,  0.74508, -0.47665, -0.71294
 0.23731,  1.16318, -1.18431,  0.74290, -0.70346, -2.16555
 0.42298,  0.14303, -0.34211, -1.09170, -0.46844,  0.32532
 0.07068, -0.13141, -1.79091, -0.65256,  0.28286, -0.07732
 0.22540,  1.33683,  0.11464, -0.38183, -0.90272, -1.87387
 0.52654,  0.61423,  1.32396,  0.16618, -0.58339,  0.53513
-0.37600, -0.37822,  0.23048, -1.80059, -1.31652, -0.20491
 0.70413, -0.18361,  0.55714, -0.89575, -0.62083,  1.66894
-1.99457, -0.41641, -1.62958,  0.13952, -0.12744, -0.85877
 1.43648,  0.34274, -0.73461, -1.92595, -0.79603,  1.29663
-0.75880,  0.40430,  2.31867,  1.02588, -0.58241, -1.09279
-0.00237, -0.76328,  1.01055,  1.05353, -0.24038,  0.49449
-1.96198, -0.10037, -1.43216, -0.52208, -1.47594,  0.89057
 1.25062, -0.19497, -0.40802, -0.37637, -0.29207,  0.95454
 0.82639,  0.53534, -0.50014,  0.19132,  0.12479, -1.94358
